laser1, laser2, laser3, laser4, robot_z
166.2855224609375, 183.26153564453125, 171.17848205566406, 185.69886779785156, -2281.081298828125
166.1852569580078, 183.13687133789062, 171.32974243164062, 185.43531799316406, -2281.23486328125
166.077880859375, 182.89080810546875, 171.3881072998047, 185.1569366455078, -2281.39599609375
165.9920654296875, 182.73207092285156, 171.4427947998047, 184.80958557128906, -2281.561767578125
165.808349609375, 182.53858947753906, 171.4893798828125, 184.50177001953125, -2281.733642578125
165.65353393554688, 182.31060791015625, 171.50775146484375, 184.13839721679688, -2281.9150390625
165.52195739746094, 182.04112243652344, 171.52426147460938, 183.8004150390625, -2282.10595703125
165.3927764892578, 181.83340454101562, 171.54074096679688, 183.44662475585938, -2282.304443359375
165.2655792236328, 181.61058044433594, 171.58920288085938, 182.9901885986328, -2282.50634765625
165.14903259277344, 181.41539001464844, 171.6656951904297, 182.6284637451172, -2282.71630859375
165.05633544921875, 181.24172973632812, 171.81089782714844, 182.18777465820312, -2282.933837890625
165.0015411376953, 181.09725952148438, 171.9237060546875, 181.7811279296875, -2283.15869140625
164.8655242919922, 180.95944213867188, 172.14352416992188, 181.3230438232422, -2283.384521484375
164.8060302734375, 180.6754150390625, 172.39154052734375, 180.8186492919922, -2283.61865234375
164.75697326660156, 180.49366760253906, 172.54815673828125, 180.4810333251953, -2283.858154296875
164.6004638671875, 180.3235626220703, 172.75791931152344, 180.01014709472656, -2284.10400390625
164.49176025390625, 180.14389038085938, 172.8688201904297, 179.6853485107422, -2284.350341796875
164.3767852783203, 179.87298583984375, 173.01699829101562, 179.2472686767578, -2284.598876953125
164.23928833007812, 179.67874145507812, 173.08421325683594, 178.95188903808594, -2284.85009765625
164.08982849121094, 179.41262817382812, 173.09776306152344, 178.58847045898438, -2285.104248046875
163.92962646484375, 179.01751708984375, 173.04925537109375, 178.183837890625, -2285.364013671875
163.75711059570312, 178.78182983398438, 172.97647094726562, 177.87109375, -2285.62744140625
163.59242248535156, 178.4378662109375, 172.85653686523438, 177.52745056152344, -2285.895263671875
163.42135620117188, 178.12020874023438, 172.75146484375, 177.17532348632812, -2286.162109375
163.23878479003906, 177.77261352539062, 172.57568359375, 176.84671020507812, -2286.432373046875
163.0993194580078, 177.53411865234375, 172.4060516357422, 176.57693481445312, -2286.70654296875
162.96401977539062, 177.25265502929688, 172.23672485351562, 176.2540283203125, -2286.975341796875
162.7706756591797, 176.9204864501953, 172.0718536376953, 175.97015380859375, -2287.244873046875
162.63209533691406, 176.72511291503906, 171.9844970703125, 175.6764373779297, -2287.517822265625
162.54917907714844, 176.48558044433594, 171.9320068359375, 175.39474487304688, -2287.79736328125
162.47398376464844, 176.32003784179688, 171.8717498779297, 175.14923095703125, -2288.074462890625
162.48379516601562, 176.10885620117188, 171.8126220703125, 174.89418029785156, -2288.347900390625
162.39849853515625, 175.84930419921875, 171.8219451904297, 174.62347412109375, -2288.614013671875
162.3860626220703, 175.68539428710938, 171.82920837402344, 174.3933868408203, -2288.885009765625
162.34632873535156, 175.52044677734375, 171.86814880371094, 174.10800170898438, -2289.1591796875
162.31405639648438, 175.3545379638672, 171.87957763671875, 173.8832550048828, -2289.43115234375
162.3316650390625, 175.25827026367188, 171.92361450195312, 173.65377807617188, -2289.7021484375
162.25872802734375, 174.96466064453125, 171.9785614013672, 173.4163055419922, -2289.974609375
162.27212524414062, 174.76565551757812, 172.00856018066406, 173.2071990966797, -2290.2470703125
162.30850219726562, 174.61373901367188, 172.0579071044922, 172.99169921875, -2290.519287109375
162.22372436523438, 174.43362426757812, 172.09742736816406, 172.77816772460938, -2290.79248046875
162.15341186523438, 174.20806884765625, 172.15179443359375, 172.53941345214844, -2291.067626953125
162.17379760742188, 174.00628662109375, 172.1287841796875, 172.3383026123047, -2291.3408203125
162.0911865234375, 173.75865173339844, 172.08401489257812, 172.11863708496094, -2291.61181640625
161.99862670898438, 173.515625, 172.00674438476562, 171.902587890625, -2291.885009765625
161.8684539794922, 173.28016662597656, 171.91268920898438, 171.65869140625, -2292.163330078125
161.8302459716797, 173.0087432861328, 171.81419372558594, 171.4747772216797, -2292.443115234375
161.72438049316406, 172.63365173339844, 171.66102600097656, 171.26724243164062, -2292.727294921875
161.596923828125, 172.28131103515625, 171.51405334472656, 171.03842163085938, -2293.012939453125
161.56019592285156, 171.9138946533203, 171.3197479248047, 170.80738830566406, -2293.29833984375
161.40213012695312, 171.61749267578125, 171.0866241455078, 170.6226348876953, -2293.5849609375
161.20343017578125, 171.27842712402344, 170.83975219726562, 170.41172790527344, -2293.879638671875
161.0436553955078, 170.93399047851562, 170.60577392578125, 170.2027130126953, -2294.1748046875
160.95587158203125, 170.58096313476562, 170.34483337402344, 170.01034545898438, -2294.471435546875
160.8631134033203, 170.3797149658203, 170.15078735351562, 169.84031677246094, -2294.777587890625
160.78057861328125, 170.13568115234375, 169.93116760253906, 169.6330108642578, -2295.083984375
160.65548706054688, 169.8438262939453, 169.76687622070312, 169.4125213623047, -2295.392578125
160.51551818847656, 169.55276489257812, 169.64071655273438, 169.20904541015625, -2295.70703125
160.50279235839844, 169.32318115234375, 169.5187225341797, 168.99099731445312, -2296.024658203125
160.40350341796875, 169.03448486328125, 169.41534423828125, 168.77255249023438, -2296.344482421875
160.33633422851562, 168.6811065673828, 169.28038024902344, 168.52227783203125, -2296.669189453125
160.21336364746094, 168.446044921875, 169.15151977539062, 168.31594848632812, -2296.9951171875
160.0147705078125, 168.06961059570312, 168.9828643798828, 168.06271362304688, -2297.324951171875
159.90940856933594, 167.81637573242188, 168.84474182128906, 167.8680877685547, -2297.65478515625
159.71434020996094, 167.49554443359375, 168.640380859375, 167.6173858642578, -2297.989990234375
159.5234832763672, 167.13429260253906, 168.4042205810547, 167.3657684326172, -2298.326904296875
159.32693481445312, 166.75384521484375, 168.150146484375, 167.1168212890625, -2298.670166015625
159.04721069335938, 166.3457489013672, 167.81036376953125, 166.84902954101562, -2299.017822265625
158.79623413085938, 165.9500274658203, 167.4634552001953, 166.60171508789062, -2299.371337890625
158.48826599121094, 165.5380096435547, 167.04293823242188, 166.30967712402344, -2299.7275390625
158.18663024902344, 165.05313110351562, 166.59860229492188, 166.03250122070312, -2300.086181640625
157.8628692626953, 164.63021850585938, 166.1860809326172, 165.74070739746094, -2300.447021484375
157.58546447753906, 164.12664794921875, 165.75634765625, 165.45953369140625, -2300.81201171875
157.34835815429688, 163.73573303222656, 165.33457946777344, 165.2074737548828, -2301.17724609375
157.0938720703125, 163.36578369140625, 164.90679931640625, 164.9674835205078, -2301.544921875
156.82745361328125, 163.02333068847656, 164.532470703125, 164.70501708984375, -2301.913818359375
156.5998992919922, 162.6121368408203, 164.10662841796875, 164.4403076171875, -2302.285888671875
156.39051818847656, 162.23907470703125, 163.76382446289062, 164.17088317871094, -2302.660400390625
156.15992736816406, 161.93577575683594, 163.44430541992188, 163.90260314941406, -2303.041015625
155.98252868652344, 161.7050018310547, 163.20733642578125, 163.67337036132812, -2303.425048828125
155.82102966308594, 161.3531494140625, 163.01434326171875, 163.39068603515625, -2303.810302734375
155.63096618652344, 161.0391387939453, 162.81304931640625, 163.07862854003906, -2304.19970703125
155.51889038085938, 160.79283142089844, 162.65887451171875, 162.77613830566406, -2304.58984375
155.32373046875, 160.52117919921875, 162.5459442138672, 162.51675415039062, -2304.98095703125
155.13113403320312, 160.20925903320312, 162.3731231689453, 162.22560119628906, -2305.37646484375
154.92698669433594, 159.89231872558594, 162.1674041748047, 161.94569396972656, -2305.774169921875
154.71084594726562, 159.5452423095703, 161.96142578125, 161.6774139404297, -2306.174560546875
154.42333984375, 159.1318359375, 161.70875549316406, 161.35256958007812, -2306.577392578125
154.14303588867188, 158.77088928222656, 161.4550018310547, 161.0869598388672, -2306.9794921875
153.82720947265625, 158.35548400878906, 161.0980682373047, 160.76162719726562, -2307.384033203125
153.56549072265625, 158.00405883789062, 160.7603302001953, 160.46826171875, -2307.79052734375
153.23696899414062, 157.58453369140625, 160.39459228515625, 160.174560546875, -2308.2001953125
152.87013244628906, 157.17208862304688, 159.94796752929688, 159.8357696533203, -2308.61328125
152.54714965820312, 156.6666717529297, 159.49822998046875, 159.48101806640625, -2309.0302734375
152.224609375, 156.23764038085938, 159.1321563720703, 159.15419006347656, -2309.451416015625
151.92242431640625, 155.81051635742188, 158.74415588378906, 158.8000030517578, -2309.877197265625
151.61590576171875, 155.35433959960938, 158.3058624267578, 158.4503936767578, -2310.301025390625
151.2452392578125, 154.94827270507812, 157.84793090820312, 158.07460021972656, -2310.72900390625
150.97821044921875, 154.64097595214844, 157.5772247314453, 157.77978515625, -2311.16064453125
150.72171020507812, 154.28245544433594, 157.30136108398438, 157.4022674560547, -2311.594970703125
150.4319610595703, 153.94122314453125, 156.99374389648438, 157.07899475097656, -2312.030517578125
150.14251708984375, 153.45509338378906, 156.69090270996094, 156.67454528808594, -2312.468994140625
149.88792419433594, 153.12440490722656, 156.49465942382812, 156.35475158691406, -2312.9091796875
149.65211486816406, 152.851318359375, 156.2115478515625, 156.0230712890625, -2313.35302734375
149.38572692871094, 152.53419494628906, 155.99119567871094, 155.68447875976562, -2313.79833984375
149.01588439941406, 152.1293487548828, 155.67776489257812, 155.31907653808594, -2314.24951171875
148.6851043701172, 151.7649688720703, 155.39292907714844, 154.98611450195312, -2314.704833984375
148.34889221191406, 151.32179260253906, 155.07858276367188, 154.6305694580078, -2315.16015625
148.06492614746094, 150.91595458984375, 154.71250915527344, 154.25048828125, -2315.61669921875
147.6604766845703, 150.5465087890625, 154.36228942871094, 153.8948516845703, -2316.0791015625
147.2013397216797, 150.03985595703125, 153.88819885253906, 153.46322631835938, -2316.5419921875
146.89804077148438, 149.58424377441406, 153.49783325195312, 153.11729431152344, -2317.0048828125
146.57044982910156, 149.16131591796875, 153.09197998046875, 152.76185607910156, -2317.46484375
146.09632873535156, 148.68984985351562, 152.61517333984375, 152.3419647216797, -2317.92578125
145.6689910888672, 148.18096923828125, 152.14723205566406, 151.9413604736328, -2318.3837890625
145.26937866210938, 147.7463836669922, 151.69589233398438, 151.59498596191406, -2318.8369140625
144.8914031982422, 147.31900024414062, 151.20030212402344, 151.18453979492188, -2319.29150390625
144.47604370117188, 146.9136962890625, 150.70306396484375, 150.76174926757812, -2319.744384765625
144.09982299804688, 146.43077087402344, 150.26385498046875, 150.37957763671875, -2320.193603515625
143.7372589111328, 146.0081329345703, 149.86135864257812, 150.0209503173828, -2320.6396484375
143.31390380859375, 145.6213836669922, 149.38690185546875, 149.59190368652344, -2321.085693359375
143.02696228027344, 145.2239532470703, 149.01177978515625, 149.27728271484375, -2321.529052734375
142.65524291992188, 144.86172485351562, 148.63796997070312, 148.9077606201172, -2321.96923828125
142.3596954345703, 144.47047424316406, 148.2406463623047, 148.53231811523438, -2322.405029296875
141.98345947265625, 144.09031677246094, 147.8876953125, 148.17596435546875, -2322.84033203125
141.74749755859375, 143.66473388671875, 147.62020874023438, 147.8804931640625, -2323.2705078125
141.48452758789062, 143.36947631835938, 147.29127502441406, 147.5412139892578, -2323.6962890625
141.1477813720703, 143.11270141601562, 147.0193328857422, 147.24942016601562, -2324.121826171875
140.8910369873047, 142.76577758789062, 146.7332305908203, 146.9215850830078, -2324.541748046875
140.62928771972656, 142.46412658691406, 146.45411682128906, 146.62149047851562, -2324.960205078125
140.36721801757812, 142.1299591064453, 146.14547729492188, 146.31222534179688, -2325.374755859375
140.0684814453125, 141.78660583496094, 145.8284149169922, 145.99905395507812, -2325.784423828125
139.739013671875, 141.44418334960938, 145.53717041015625, 145.6776885986328, -2326.192138671875
139.4856414794922, 141.15777587890625, 145.28871154785156, 145.3824462890625, -2326.597900390625
139.18212890625, 140.8525848388672, 144.98629760742188, 145.05841064453125, -2326.99853515625
138.83843994140625, 140.51364135742188, 144.72576904296875, 144.7357177734375, -2327.39599609375
138.5563201904297, 140.154296875, 144.36383056640625, 144.44183349609375, -2327.79052734375
138.25267028808594, 139.8072967529297, 144.01470947265625, 144.11798095703125, -2328.18212890625
137.9585723876953, 139.50634765625, 143.7129669189453, 143.7969207763672, -2328.5712890625
137.67662048339844, 139.16720581054688, 143.4339141845703, 143.51455688476562, -2328.957275390625
137.39248657226562, 138.79551696777344, 143.1475067138672, 143.19671630859375, -2329.341064453125
137.01052856445312, 138.48214721679688, 142.7994384765625, 142.88406372070312, -2329.724609375
136.71206665039062, 138.20252990722656, 142.47015380859375, 142.61300659179688, -2330.101806640625
136.40234375, 137.91799926757812, 142.13429260253906, 142.31346130371094, -2330.475830078125
136.1345977783203, 137.5932159423828, 141.8375701904297, 142.03012084960938, -2330.85009765625
135.87744140625, 137.3679656982422, 141.5209197998047, 141.77931213378906, -2331.220703125
135.6266326904297, 137.0968017578125, 141.23422241210938, 141.4976043701172, -2331.587890625
135.35812377929688, 136.77969360351562, 140.97703552246094, 141.21978759765625, -2331.949462890625
135.0857391357422, 136.54002380371094, 140.7138671875, 140.98716735839844, -2332.310546875
134.86178588867188, 136.24459838867188, 140.4405975341797, 140.7321319580078, -2332.6689453125
134.6939697265625, 136.033447265625, 140.25758361816406, 140.50753784179688, -2333.021484375
134.43814086914062, 135.8313751220703, 140.0845947265625, 140.2453155517578, -2333.3740234375
134.2226104736328, 135.62954711914062, 139.88926696777344, 140.02084350585938, -2333.725830078125
134.04681396484375, 135.4086151123047, 139.70472717285156, 139.7535858154297, -2334.071533203125
133.7941131591797, 135.1648406982422, 139.54718017578125, 139.5181884765625, -2334.41455078125
133.56361389160156, 134.9208526611328, 139.3280029296875, 139.28176879882812, -2334.753662109375
133.3231964111328, 134.64450073242188, 139.02122497558594, 138.9923095703125, -2335.090576171875
133.140869140625, 134.42547607421875, 138.89764404296875, 138.76834106445312, -2335.4267578125
132.898681640625, 134.163818359375, 138.68162536621094, 138.5491485595703, -2335.760498046875
132.63243103027344, 133.9229278564453, 138.4042205810547, 138.28256225585938, -2336.09375
132.38735961914062, 133.6887664794922, 138.1902313232422, 138.06732177734375, -2336.42333984375
132.0697479248047, 133.4172821044922, 137.9310302734375, 137.806396484375, -2336.749755859375
131.85496520996094, 133.1274871826172, 137.69444274902344, 137.588134765625, -2337.0732421875
131.6143341064453, 132.87380981445312, 137.37425231933594, 137.371337890625, -2337.397216796875
131.33412170410156, 132.5877227783203, 137.06883239746094, 137.09640502929688, -2337.720458984375
131.0408172607422, 132.28842163085938, 136.76766967773438, 136.88006591796875, -2338.04052734375
130.7894287109375, 132.09751892089844, 136.51339721679688, 136.680419921875, -2338.359130859375
130.5150909423828, 131.88771057128906, 136.24989318847656, 136.42010498046875, -2338.674072265625
130.3143768310547, 131.66697692871094, 136.0283203125, 136.23916625976562, -2338.98828125
130.12063598632812, 131.38230895996094, 135.77813720703125, 136.01344299316406, -2339.29736328125
129.91871643066406, 131.07571411132812, 135.4755401611328, 135.7709503173828, -2339.604736328125
129.77874755859375, 130.907958984375, 135.3057098388672, 135.59605407714844, -2339.911865234375
129.5306396484375, 130.7200164794922, 135.13072204589844, 135.38172912597656, -2340.215087890625
129.31903076171875, 130.50865173339844, 134.9272003173828, 135.16392517089844, -2340.516357421875
129.1523895263672, 130.34780883789062, 134.73069763183594, 134.95932006835938, -2340.8134765625
128.9365234375, 130.13279724121094, 134.552734375, 134.7373504638672, -2341.108154296875
128.74044799804688, 129.9430694580078, 134.39175415039062, 134.5623016357422, -2341.401123046875
128.53875732421875, 129.74827575683594, 134.20220947265625, 134.36521911621094, -2341.689697265625
128.35316467285156, 129.56809997558594, 134.05923461914062, 134.1594696044922, -2341.978759765625
128.1632537841797, 129.40394592285156, 133.87802124023438, 133.98251342773438, -2342.260009765625
127.96363067626953, 129.20809936523438, 133.6531982421875, 133.79449462890625, -2342.5439453125
127.79853057861328, 128.97206115722656, 133.47940063476562, 133.61619567871094, -2342.82470703125
127.6310043334961, 128.77708435058594, 133.27708435058594, 133.4405975341797, -2343.101806640625
127.39522552490234, 128.5880126953125, 133.08267211914062, 133.2489013671875, -2343.37255859375
127.22309112548828, 128.41258239746094, 132.87034606933594, 133.0913848876953, -2343.644287109375
127.02616882324219, 128.11093139648438, 132.67384338378906, 132.8800506591797, -2343.9140625
126.86306762695312, 127.94329071044922, 132.4998779296875, 132.7234344482422, -2344.1806640625
126.66673278808594, 127.75244140625, 132.25270080566406, 132.5272216796875, -2344.446533203125
126.45487213134766, 127.58734893798828, 132.0889129638672, 132.35523986816406, -2344.7099609375
126.27727508544922, 127.40827178955078, 131.91497802734375, 132.1927947998047, -2344.968994140625
126.02703094482422, 127.23384094238281, 131.72817993164062, 132.01480102539062, -2345.2255859375
125.87435150146484, 127.06183624267578, 131.5704803466797, 131.86126708984375, -2345.481689453125
125.76068115234375, 126.89227294921875, 131.39324951171875, 131.69363403320312, -2345.736083984375
125.58332061767578, 126.73014831542969, 131.216064453125, 131.52952575683594, -2345.984375
125.44564056396484, 126.58628845214844, 131.1009521484375, 131.4051971435547, -2346.234375
125.25613403320312, 126.45014953613281, 130.9433135986328, 131.24147033691406, -2346.4775390625
125.14234161376953, 126.33057403564453, 130.82424926757812, 131.098876953125, -2346.720703125
124.98394012451172, 126.19364166259766, 130.6480712890625, 130.928955078125, -2346.96044921875
124.88634490966797, 126.0466079711914, 130.5260772705078, 130.7938690185547, -2347.197509765625
124.79771423339844, 125.9306869506836, 130.44735717773438, 130.64749145507812, -2347.4287109375
124.60600280761719, 125.77046966552734, 130.327880859375, 130.50454711914062, -2347.65869140625
124.48687744140625, 125.61092376708984, 130.20574951171875, 130.3739471435547, -2347.890380859375
124.36690521240234, 125.52694702148438, 130.09523010253906, 130.2411651611328, -2348.117919921875
124.2135009765625, 125.36581420898438, 129.986328125, 130.10223388671875, -2348.3427734375
124.08228302001953, 125.21688079833984, 129.8390350341797, 129.98855590820312, -2348.564697265625
123.927978515625, 125.11238861083984, 129.7188720703125, 129.8353271484375, -2348.78271484375
123.82655334472656, 125.01422882080078, 129.63491821289062, 129.7094268798828, -2348.99951171875
123.71698760986328, 124.89275360107422, 129.4928741455078, 129.59762573242188, -2349.215576171875
123.634765625, 124.74356079101562, 129.3441619873047, 129.4695281982422, -2349.4306640625
123.4913101196289, 124.62672424316406, 129.24578857421875, 129.3428497314453, -2349.64111328125
123.37875366210938, 124.48123168945312, 129.1376953125, 129.22708129882812, -2349.850830078125
123.23971557617188, 124.33419799804688, 129.02816772460938, 129.10150146484375, -2350.0595703125
123.07925415039062, 124.25520324707031, 128.88934326171875, 128.99937438964844, -2350.263427734375
122.9604263305664, 124.15446472167969, 128.78616333007812, 128.88059997558594, -2350.46826171875
122.8745346069336, 124.06339263916016, 128.6841583251953, 128.76097106933594, -2350.671142578125
122.74119567871094, 123.93228912353516, 128.55120849609375, 128.66421508789062, -2350.873046875
122.61373901367188, 123.7730941772461, 128.4641571044922, 128.54727172851562, -2351.0703125
122.50282287597656, 123.64715576171875, 128.3556365966797, 128.4366912841797, -2351.265625
122.31655883789062, 123.54859161376953, 128.2045440673828, 128.3309326171875, -2351.457275390625
122.26625061035156, 123.4698486328125, 128.09588623046875, 128.23793029785156, -2351.649169921875
122.20563507080078, 123.33956909179688, 127.9662094116211, 128.13967895507812, -2351.839599609375
122.12572479248047, 123.23304748535156, 127.842041015625, 128.04457092285156, -2352.03173828125
122.0221176147461, 123.16425323486328, 127.746337890625, 127.95390319824219, -2352.21826171875
121.9242935180664, 123.09807586669922, 127.6434097290039, 127.86424255371094, -2352.401123046875
121.82584381103516, 123.00354766845703, 127.56619262695312, 127.7774887084961, -2352.57958984375
121.71617126464844, 122.92568969726562, 127.51172637939453, 127.69043731689453, -2352.760498046875
121.63385009765625, 122.83297729492188, 127.43766021728516, 127.60186004638672, -2352.936767578125
121.54602813720703, 122.7520751953125, 127.36454772949219, 127.51402282714844, -2353.111328125
121.51643371582031, 122.68311309814453, 127.29995727539062, 127.42101287841797, -2353.28369140625
121.45886993408203, 122.58161163330078, 127.25580596923828, 127.34600830078125, -2353.45458984375
121.3538818359375, 122.50715637207031, 127.19041442871094, 127.26866912841797, -2353.621337890625
121.2572250366211, 122.44219207763672, 127.10393524169922, 127.21175384521484, -2353.78564453125
121.17831420898438, 122.38178253173828, 127.03273010253906, 127.13902282714844, -2353.949462890625
121.07366943359375, 122.30950164794922, 126.96228790283203, 127.0662841796875, -2354.113037109375
120.99503326416016, 122.2505874633789, 126.90303802490234, 127.00360107421875, -2354.274658203125
120.92723846435547, 122.15029907226562, 126.84744262695312, 126.94901275634766, -2354.432373046875
120.85187530517578, 122.07640838623047, 126.75848388671875, 126.89784240722656, -2354.588134765625
120.76920318603516, 121.98479461669922, 126.6454086303711, 126.82244110107422, -2354.743896484375
120.69879913330078, 121.92191314697266, 126.57959747314453, 126.76786804199219, -2354.8984375
120.61089324951172, 121.87281799316406, 126.50982666015625, 126.71748352050781, -2355.0517578125
120.5455322265625, 121.79512786865234, 126.45057678222656, 126.66700744628906, -2355.203125
120.5367660522461, 121.73190307617188, 126.37030792236328, 126.60224151611328, -2355.350830078125
120.4468994140625, 121.70829010009766, 126.32437133789062, 126.55073547363281, -2355.49658203125
120.38325500488281, 121.68873596191406, 126.27365112304688, 126.5079574584961, -2355.64111328125
120.33529663085938, 121.6184310913086, 126.2188491821289, 126.45532989501953, -2355.782958984375
120.3131103515625, 121.59896087646484, 126.18516540527344, 126.40535736083984, -2355.925048828125
120.28305053710938, 121.52622985839844, 126.16940307617188, 126.35936737060547, -2356.064453125
120.268310546875, 121.47502899169922, 126.1379623413086, 126.31365203857422, -2356.20263671875
120.24456787109375, 121.4743881225586, 126.12265014648438, 126.28002166748047, -2356.339111328125
120.23283386230469, 121.44135284423828, 126.09659576416016, 126.22409057617188, -2356.474853515625
120.18924713134766, 121.38744354248047, 126.06800842285156, 126.17372131347656, -2356.610595703125
120.17296600341797, 121.34436798095703, 126.04431915283203, 126.13015747070312, -2356.743896484375
120.11150360107422, 121.27031707763672, 126.01372528076172, 126.09344482421875, -2356.874267578125
120.01988983154297, 121.22893524169922, 125.97561645507812, 126.06137084960938, -2357.006591796875
119.96741485595703, 121.16114044189453, 125.94737243652344, 126.01283264160156, -2357.137451171875
119.9321060180664, 121.11640167236328, 125.9344711303711, 125.98416137695312, -2357.267822265625
119.91580963134766, 121.08675384521484, 125.8856201171875, 125.94037628173828, -2357.39892578125
119.83485412597656, 121.04917907714844, 125.83967590332031, 125.89302062988281, -2357.528564453125
119.74718475341797, 121.01791381835938, 125.7990493774414, 125.85669708251953, -2357.6552734375
119.6695556640625, 120.9518814086914, 125.72943115234375, 125.8099136352539, -2357.782958984375
119.64302825927734, 120.89353942871094, 125.69548034667969, 125.7690658569336, -2357.91064453125
119.58827209472656, 120.80015563964844, 125.63175964355469, 125.71460723876953, -2358.0361328125
119.52978515625, 120.74213409423828, 125.56421661376953, 125.67311096191406, -2358.1611328125
119.49118041992188, 120.72257995605469, 125.52346801757812, 125.63542938232422, -2358.282958984375
119.4159164428711, 120.675048828125, 125.49213409423828, 125.57025146484375, -2358.4052734375
119.33683013916016, 120.60409545898438, 125.4516372680664, 125.52105712890625, -2358.527099609375
119.29132843017578, 120.5431137084961, 125.40190887451172, 125.46470642089844, -2358.64453125
119.23749542236328, 120.48648834228516, 125.34286499023438, 125.41444396972656, -2358.76171875
119.18765258789062, 120.44168090820312, 125.26982879638672, 125.38717651367188, -2358.8740234375
119.15479278564453, 120.41949462890625, 125.20063018798828, 125.3571548461914, -2358.9853515625
119.0722885131836, 120.34937286376953, 125.16668701171875, 125.31666564941406, -2359.096923828125
119.02244567871094, 120.31692504882812, 125.11917114257812, 125.28160858154297, -2359.201904296875
119.04459381103516, 120.29682159423828, 125.10090637207031, 125.25819396972656, -2359.30712890625
119.01410675048828, 120.2558822631836, 125.08938598632812, 125.24378204345703, -2359.40576171875
119.01818084716797, 120.26297760009766, 125.0453872680664, 125.22822570800781, -2359.50341796875
119.00128936767578, 120.2212905883789, 125.03855895996094, 125.2135009765625, -2359.599365234375
118.98196411132812, 120.2199935913086, 125.04032135009766, 125.19794464111328, -2359.6943359375
118.95025634765625, 120.25440216064453, 125.04007720947266, 125.19114685058594, -2359.78857421875
118.97864532470703, 120.24654388427734, 125.05152893066406, 125.19729614257812, -2359.883056640625
118.98304748535156, 120.24207305908203, 125.03366088867188, 125.20475006103516, -2359.97607421875
119.01801300048828, 120.25553894042969, 125.02811431884766, 125.21226501464844, -2360.0693359375
119.009765625, 120.25221252441406, 125.05460357666016, 125.21357727050781, -2360.16455078125
119.00519561767578, 120.26882934570312, 125.10877990722656, 125.21865844726562, -2360.256103515625
119.00440979003906, 120.26754760742188, 125.1463851928711, 125.22374725341797, -2360.349365234375
119.02906799316406, 120.24874114990234, 125.1635971069336, 125.2237548828125, -2360.44091796875
119.05211639404297, 120.27127838134766, 125.16703033447266, 125.22267150878906, -2360.5302734375
119.02800750732422, 120.29432678222656, 125.17176818847656, 125.21916961669922, -2360.62109375
118.9962387084961, 120.27400207519531, 125.19248962402344, 125.22054290771484, -2360.709716796875
118.98764038085938, 120.25599670410156, 125.2083969116211, 125.21192932128906, -2360.798828125
118.95211029052734, 120.22835540771484, 125.20458221435547, 125.20671081542969, -2360.8876953125
118.95335388183594, 120.20233154296875, 125.20582580566406, 125.21759796142578, -2360.9775390625
